shipment_id,shipment_time,weather_condition,geopolitical_event,supplier_reliability,transportation_mode,route_risk,delay
SHIP_1672,13,Storm,None,0.37,Road,1,5
SHIP_1673,8,Clear,Strike,0.45,Sea,9,7
SHIP_1674,6,Clear,Sanction,0.98,Air,9,5
SHIP_1675,6,Clear,Sanction,0.77,Sea,9,6
SHIP_1676,7,Snow,Sanction,0.84,Road,6,6
SHIP_1677,8,Snow,None,0.84,Rail,4,4
SHIP_1678,11,Rainy,Strike,0.67,Rail,2,5
SHIP_1679,11,Rainy,Tariff,0.86,Road,4,4
SHIP_1680,9,Storm,Strike,0.72,Road,7,8
SHIP_1681,10,Rainy,Tariff,0.52,Road,1,5
SHIP_1682,12,Clear,None,0.69,Air,9,5
SHIP_1683,5,Clear,None,0.67,Sea,3,3
SHIP_1684,6,Snow,Tariff,0.88,Sea,4,6
SHIP_1685,6,Clear,Tariff,0.99,Sea,5,4
SHIP_1686,9,Storm,Tariff,0.59,Road,3,6
SHIP_1687,10,Clear,Strike,0.83,Sea,4,5
SHIP_1688,8,Clear,Tariff,0.37,Road,5,5
SHIP_1689,6,Storm,None,0.84,Air,1,3
SHIP_1690,4,Rainy,None,0.56,Rail,9,5
SHIP_1691,2,Rainy,Sanction,0.33,Road,4,4
SHIP_1692,12,Storm,Tariff,0.55,Road,9,8
SHIP_1693,10,Snow,Strike,0.73,Rail,4,6
SHIP_1694,6,Clear,Strike,0.38,Rail,1,4
SHIP_1695,10,Storm,Strike,0.95,Air,5,7
SHIP_1696,11,Clear,Sanction,0.35,Sea,9,7
SHIP_1697,13,Snow,None,0.95,Road,3,5
SHIP_1698,14,Clear,Strike,0.79,Sea,5,6
SHIP_1699,5,Storm,None,0.53,Road,3,4
SHIP_1700,6,Clear,Sanction,0.57,Air,3,3
SHIP_1701,5,Rainy,Tariff,0.82,Rail,1,3
SHIP_1702,3,Snow,Tariff,0.72,Air,2,4
SHIP_1703,13,Snow,Tariff,0.77,Rail,2,5
SHIP_1704,2,Snow,Strike,0.57,Sea,9,8
SHIP_1705,9,Storm,Tariff,0.64,Sea,7,8
SHIP_1706,5,Snow,Strike,0.99,Air,8,6
SHIP_1707,6,Rainy,Sanction,0.45,Rail,2,4
SHIP_1708,7,Storm,Sanction,0.59,Air,9,7
SHIP_1709,9,Rainy,Strike,0.5,Rail,3,7
SHIP_1710,12,Clear,None,0.84,Rail,2,4
SHIP_1711,9,Clear,Tariff,0.83,Sea,1,3
SHIP_1712,8,Clear,Tariff,0.5,Sea,9,6
SHIP_1713,5,Clear,Tariff,0.36,Rail,8,5
SHIP_1714,7,Rainy,Strike,0.31,Rail,4,6
SHIP_1715,5,Storm,Sanction,0.6,Rail,7,7
SHIP_1716,8,Storm,Tariff,0.59,Sea,3,6
SHIP_1717,13,Snow,Sanction,0.99,Sea,3,7
SHIP_1718,14,Rainy,Tariff,0.63,Road,4,5
SHIP_1719,13,Clear,Tariff,0.48,Rail,2,5
SHIP_1720,14,Rainy,Strike,0.92,Road,4,6
SHIP_1721,14,Snow,None,0.64,Rail,3,5
SHIP_1722,12,Snow,Strike,0.72,Sea,8,8
SHIP_1723,2,Rainy,Tariff,0.37,Road,2,3
SHIP_1724,6,Rainy,Tariff,0.57,Road,9,5
SHIP_1725,11,Rainy,None,0.96,Air,3,3
SHIP_1726,13,Storm,Sanction,0.71,Rail,4,8
SHIP_1727,11,Clear,Sanction,0.54,Sea,3,5
SHIP_1728,5,Rainy,Tariff,0.74,Air,3,3
SHIP_1729,12,Rainy,Sanction,0.94,Air,8,6
SHIP_1730,8,Rainy,Tariff,0.49,Rail,8,7
SHIP_1731,14,Snow,None,0.65,Air,6,6
SHIP_1732,10,Snow,None,0.97,Rail,4,5
SHIP_1733,6,Storm,Tariff,0.42,Air,1,4
SHIP_1734,5,Clear,None,0.8,Rail,4,3
SHIP_1735,10,Storm,Strike,0.73,Sea,8,9
SHIP_1736,6,Clear,Strike,0.78,Rail,6,6
SHIP_1737,10,Snow,None,0.55,Rail,2,4
SHIP_1738,9,Snow,Tariff,0.52,Road,3,5
SHIP_1739,5,Snow,Tariff,0.78,Sea,7,6
SHIP_1740,12,Storm,None,0.45,Sea,4,6
SHIP_1741,12,Rainy,Sanction,0.59,Sea,4,5
SHIP_1742,8,Rainy,Strike,0.43,Air,5,6
SHIP_1743,6,Snow,Sanction,0.31,Road,8,7
SHIP_1744,11,Rainy,Tariff,0.98,Sea,7,6
SHIP_1745,5,Rainy,Tariff,0.6,Air,9,6
SHIP_1746,6,Storm,Sanction,0.98,Air,5,5
SHIP_1747,6,Clear,None,0.4,Air,1,1
SHIP_1748,12,Snow,Sanction,0.71,Road,4,6
SHIP_1749,10,Snow,Sanction,0.44,Air,6,6
SHIP_1750,13,Storm,Strike,0.85,Road,6,8
SHIP_1751,10,Storm,Strike,0.85,Rail,9,9
SHIP_1752,7,Rainy,Sanction,0.38,Air,5,5
SHIP_1753,5,Snow,Sanction,0.94,Sea,5,5
SHIP_1754,3,Clear,Tariff,0.44,Air,6,3
SHIP_1755,4,Storm,Strike,0.73,Rail,6,7
SHIP_1756,3,Clear,Strike,0.99,Rail,3,4
SHIP_1757,6,Clear,Tariff,0.92,Air,6,4
SHIP_1758,7,Snow,None,0.97,Rail,8,5
SHIP_1759,12,Snow,Strike,0.54,Road,6,7
SHIP_1760,6,Storm,Strike,0.37,Road,5,7
SHIP_1761,3,Snow,None,0.43,Air,3,3
SHIP_1762,13,Snow,Strike,0.65,Road,1,6
SHIP_1763,6,Snow,Strike,0.86,Road,5,6
SHIP_1764,10,Clear,None,0.41,Sea,6,5
SHIP_1765,5,Storm,None,0.76,Air,6,5
SHIP_1766,13,Rainy,Sanction,0.53,Rail,6,6
SHIP_1767,11,Clear,Tariff,0.54,Air,3,4
SHIP_1768,3,Snow,Tariff,0.76,Road,4,4
SHIP_1769,4,Clear,None,0.63,Sea,3,3
SHIP_1770,4,Snow,None,0.87,Air,2,4
SHIP_1771,10,Snow,Strike,0.41,Air,8,8
SHIP_1772,5,Clear,Sanction,0.85,Road,7,4
SHIP_1773,2,Storm,Sanction,0.34,Road,8,7
SHIP_1774,2,Snow,None,0.44,Air,6,3
SHIP_1775,8,Storm,Strike,0.76,Road,7,7
SHIP_1776,8,Rainy,Strike,0.9,Road,1,4
SHIP_1777,3,Snow,Tariff,0.48,Road,5,4
SHIP_1778,10,Storm,Tariff,0.53,Road,4,6
SHIP_1779,10,Storm,Strike,0.68,Road,3,7
SHIP_1780,6,Rainy,Tariff,0.45,Sea,2,5
SHIP_1781,4,Storm,None,0.87,Road,9,5
SHIP_1782,4,Storm,Strike,0.84,Rail,8,8
SHIP_1783,13,Rainy,Tariff,0.4,Air,2,4
SHIP_1784,4,Snow,Sanction,0.62,Sea,6,6
SHIP_1785,7,Storm,Strike,0.84,Sea,3,7
SHIP_1786,5,Storm,Strike,0.54,Road,3,7
SHIP_1787,9,Storm,Sanction,0.74,Air,5,7
SHIP_1788,14,Clear,None,0.34,Rail,7,5
SHIP_1789,12,Rainy,Sanction,0.73,Road,7,7
SHIP_1790,14,Clear,Strike,0.41,Air,1,4
SHIP_1791,12,Rainy,None,0.88,Road,7,6
SHIP_1792,12,Snow,Tariff,0.55,Road,7,6
SHIP_1793,6,Snow,Tariff,0.5,Road,6,6
SHIP_1794,2,Storm,Tariff,0.89,Road,6,5
SHIP_1795,10,Rainy,Strike,0.34,Road,2,5
SHIP_1796,2,Snow,Sanction,0.58,Road,3,4
SHIP_1797,7,Rainy,None,0.56,Road,3,4
SHIP_1798,2,Snow,Tariff,0.5,Rail,3,5
SHIP_1799,4,Clear,None,0.94,Sea,2,2
SHIP_1800,11,Snow,Strike,0.83,Rail,9,9
SHIP_1801,6,Clear,Tariff,0.34,Road,6,4
SHIP_1802,11,Snow,Strike,0.8,Road,2,7
SHIP_1803,8,Storm,Sanction,0.67,Rail,3,6
SHIP_1804,11,Clear,Strike,0.93,Rail,6,6
SHIP_1805,9,Snow,Strike,0.52,Sea,4,8
SHIP_1806,13,Storm,Sanction,0.7,Rail,7,8
SHIP_1807,10,Clear,None,0.65,Sea,6,5
SHIP_1808,7,Storm,Sanction,0.64,Road,6,6
SHIP_1809,12,Rainy,Sanction,0.62,Air,3,5
SHIP_1810,10,Rainy,Strike,0.44,Air,8,7
SHIP_1811,9,Clear,None,0.83,Air,9,5
SHIP_1812,10,Snow,Tariff,0.62,Air,6,5
SHIP_1813,11,Clear,Sanction,0.97,Road,2,3
SHIP_1814,5,Storm,None,0.48,Air,1,3
SHIP_1815,10,Snow,Sanction,0.78,Rail,3,6
SHIP_1816,8,Rainy,Sanction,0.96,Rail,3,4
SHIP_1817,6,Snow,Sanction,0.76,Air,8,6
SHIP_1818,6,Rainy,Sanction,0.91,Rail,5,5
SHIP_1819,2,Snow,Strike,0.88,Sea,1,5
SHIP_1820,3,Snow,None,0.55,Road,4,5
SHIP_1821,11,Snow,None,0.72,Air,7,5
SHIP_1822,4,Storm,None,0.41,Air,5,4
SHIP_1823,9,Storm,Sanction,0.67,Road,6,7
SHIP_1824,7,Clear,Strike,0.46,Rail,4,5
SHIP_1825,13,Clear,Sanction,0.82,Road,2,4
SHIP_1826,11,Rainy,Sanction,0.67,Road,9,7
SHIP_1827,12,Storm,None,0.59,Rail,2,5
SHIP_1828,14,Rainy,Sanction,0.49,Road,2,5
SHIP_1829,6,Clear,Tariff,1.0,Rail,2,2
SHIP_1830,14,Rainy,Sanction,0.35,Rail,1,5
SHIP_1831,2,Clear,Tariff,0.33,Road,3,3
SHIP_1832,13,Storm,Sanction,0.45,Sea,6,9
SHIP_1833,12,Snow,Strike,0.98,Rail,7,8
SHIP_1834,13,Storm,Strike,0.99,Road,1,7
SHIP_1835,10,Rainy,None,0.76,Rail,5,4
SHIP_1836,4,Rainy,Sanction,0.92,Sea,5,5
SHIP_1837,4,Storm,Tariff,0.45,Sea,1,4
SHIP_1838,3,Storm,Tariff,0.98,Air,4,4
SHIP_1839,5,Clear,Sanction,0.4,Rail,1,4
SHIP_1840,13,Rainy,Tariff,0.37,Rail,1,4
SHIP_1841,3,Rainy,Strike,0.38,Road,7,5
SHIP_1842,14,Storm,Tariff,0.7,Rail,7,9
SHIP_1843,10,Snow,None,0.85,Air,3,4
SHIP_1844,13,Rainy,Strike,0.56,Sea,7,8
SHIP_1845,11,Snow,Strike,0.98,Sea,3,6
SHIP_1846,8,Storm,Strike,0.6,Air,2,6
SHIP_1847,9,Storm,Sanction,0.41,Rail,4,7
SHIP_1848,4,Clear,Sanction,0.63,Rail,3,3
SHIP_1849,7,Rainy,Strike,0.78,Air,7,6
SHIP_1850,11,Snow,Sanction,0.88,Road,1,5
SHIP_1851,7,Clear,Tariff,0.62,Sea,6,5
SHIP_1852,14,Rainy,Sanction,0.72,Air,2,5
SHIP_1853,2,Clear,Sanction,0.49,Air,8,5
SHIP_1854,7,Storm,Strike,0.75,Rail,5,7
SHIP_1855,14,Rainy,None,0.99,Sea,3,5
SHIP_1856,4,Clear,None,0.33,Rail,7,4
SHIP_1857,12,Clear,None,0.92,Air,2,2
SHIP_1858,4,Snow,Tariff,0.69,Road,5,5
SHIP_1859,4,Clear,Sanction,0.48,Sea,8,7
SHIP_1860,11,Rainy,None,0.97,Air,1,3
SHIP_1861,12,Rainy,Strike,0.64,Air,1,5
SHIP_1862,12,Snow,None,0.53,Road,3,5
SHIP_1863,11,Rainy,None,0.43,Air,3,4
SHIP_1864,12,Storm,Sanction,0.47,Air,7,8
SHIP_1865,9,Rainy,Sanction,0.88,Sea,6,6
SHIP_1866,14,Rainy,Sanction,0.73,Sea,7,6
SHIP_1867,6,Clear,Tariff,0.94,Sea,4,3
SHIP_1868,5,Clear,Tariff,0.46,Rail,2,3
SHIP_1869,14,Rainy,None,0.38,Road,2,4
SHIP_1870,10,Snow,Sanction,0.3,Sea,1,6
SHIP_1871,10,Clear,None,0.66,Rail,9,5
SHIP_1872,2,Snow,Strike,1.0,Rail,7,6
SHIP_1873,3,Rainy,Strike,0.79,Road,3,4
SHIP_1874,9,Rainy,Sanction,0.52,Road,2,5
SHIP_1875,6,Storm,Sanction,0.91,Air,3,5
SHIP_1876,8,Clear,Strike,0.85,Rail,7,6
SHIP_1877,2,Rainy,Sanction,0.31,Sea,5,6
SHIP_1878,13,Storm,Tariff,0.87,Road,3,6
SHIP_1879,11,Clear,Tariff,0.51,Rail,9,6
SHIP_1880,13,Rainy,Sanction,0.4,Sea,2,6
SHIP_1881,6,Rainy,Strike,0.46,Rail,7,6
SHIP_1882,12,Clear,None,0.63,Road,6,4
SHIP_1883,13,Clear,Sanction,0.6,Air,6,6
SHIP_1884,4,Clear,Sanction,0.5,Rail,7,5
SHIP_1885,11,Rainy,None,0.42,Sea,6,6
SHIP_1886,13,Rainy,Sanction,0.83,Road,2,5
SHIP_1887,13,Storm,None,0.99,Air,5,6
SHIP_1888,3,Snow,Strike,0.84,Sea,3,5
SHIP_1889,3,Clear,Tariff,0.51,Sea,9,5
SHIP_1890,10,Rainy,Strike,0.47,Sea,8,8
SHIP_1891,14,Rainy,Tariff,0.45,Rail,2,5
SHIP_1892,5,Clear,None,0.4,Road,1,2
SHIP_1893,5,Snow,Tariff,0.69,Sea,4,5
SHIP_1894,8,Clear,Strike,0.72,Rail,4,5
SHIP_1895,11,Snow,Tariff,0.79,Road,2,5
SHIP_1896,11,Rainy,None,0.78,Road,7,5
SHIP_1897,14,Snow,Tariff,0.5,Rail,3,6
SHIP_1898,3,Storm,Sanction,0.53,Rail,7,7
SHIP_1899,4,Rainy,Strike,0.78,Sea,7,7
SHIP_1900,4,Storm,Sanction,0.54,Road,1,5
SHIP_1901,7,Clear,None,0.45,Air,6,4
SHIP_1902,4,Clear,Tariff,0.56,Rail,4,4
SHIP_1903,12,Clear,Sanction,0.49,Road,8,7
SHIP_1904,6,Snow,Sanction,0.36,Road,8,8
SHIP_1905,5,Rainy,Tariff,0.88,Sea,3,4
SHIP_1906,4,Clear,Tariff,0.9,Air,4,2
SHIP_1907,9,Clear,Strike,0.45,Sea,1,5
SHIP_1908,11,Rainy,Sanction,0.35,Air,2,5
SHIP_1909,4,Clear,Sanction,0.82,Air,7,4
SHIP_1910,7,Storm,None,0.45,Rail,7,6
SHIP_1911,14,Rainy,Strike,0.58,Road,9,7
SHIP_1912,8,Rainy,None,0.34,Road,9,6
SHIP_1913,8,Rainy,Sanction,0.46,Road,9,7
SHIP_1914,3,Storm,None,0.86,Air,6,5
SHIP_1915,4,Rainy,Sanction,0.86,Road,8,6
SHIP_1916,13,Storm,Sanction,0.44,Rail,9,9
SHIP_1917,11,Rainy,None,0.54,Air,7,6
SHIP_1918,11,Snow,None,0.39,Air,4,4
SHIP_1919,5,Clear,Tariff,0.35,Air,4,3
SHIP_1920,8,Snow,Tariff,0.99,Air,6,5
SHIP_1921,3,Clear,Tariff,0.76,Rail,4,3
SHIP_1922,4,Storm,Sanction,0.68,Road,7,7
SHIP_1923,8,Snow,None,0.84,Rail,8,6
SHIP_1924,8,Rainy,Strike,0.89,Road,8,7
SHIP_1925,11,Clear,Sanction,0.86,Rail,8,5
SHIP_1926,4,Clear,Strike,0.31,Sea,2,5
SHIP_1927,13,Snow,None,0.43,Sea,2,6
SHIP_1928,2,Storm,Sanction,0.76,Sea,2,6
SHIP_1929,13,Snow,Strike,0.56,Sea,2,7
SHIP_1930,4,Storm,Strike,0.99,Air,4,6
SHIP_1931,6,Storm,Tariff,0.77,Air,5,5
SHIP_1932,8,Clear,Tariff,0.97,Rail,4,4
SHIP_1933,5,Snow,Tariff,0.44,Rail,5,5
SHIP_1934,14,Snow,Sanction,0.9,Sea,4,7
SHIP_1935,14,Storm,None,0.52,Road,7,7
SHIP_1936,12,Snow,None,0.99,Sea,1,5
SHIP_1937,12,Rainy,Tariff,0.41,Rail,1,4
SHIP_1938,2,Rainy,Tariff,0.66,Sea,2,3
SHIP_1939,7,Snow,Tariff,0.85,Rail,1,4
SHIP_1940,3,Snow,Strike,0.6,Sea,3,6
SHIP_1941,13,Storm,Tariff,0.63,Road,6,7
SHIP_1942,4,Rainy,Strike,0.99,Sea,6,6
SHIP_1943,5,Rainy,None,0.6,Road,1,2
SHIP_1944,7,Clear,Sanction,0.72,Road,6,4
SHIP_1945,7,Storm,Sanction,0.34,Rail,5,7
SHIP_1946,8,Clear,Sanction,0.89,Road,7,4
SHIP_1947,6,Rainy,Sanction,0.75,Air,6,5
SHIP_1948,8,Storm,Strike,0.58,Air,7,8
SHIP_1949,3,Snow,Strike,0.31,Air,2,5
SHIP_1950,2,Storm,Tariff,0.71,Rail,1,4
SHIP_1951,13,Snow,Strike,0.31,Air,7,8
SHIP_1952,11,Snow,Tariff,0.3,Rail,9,8
SHIP_1953,9,Storm,Tariff,0.73,Rail,2,6
SHIP_1954,2,Snow,Sanction,0.43,Air,7,5
SHIP_1955,13,Clear,Strike,0.43,Road,3,6
SHIP_1956,3,Rainy,Strike,0.76,Sea,6,5
SHIP_1957,12,Snow,Tariff,0.34,Rail,3,6
SHIP_1958,13,Clear,Tariff,0.52,Air,5,5
SHIP_1959,11,Snow,None,0.4,Rail,2,5
SHIP_1960,7,Rainy,None,0.71,Road,8,4
SHIP_1961,2,Clear,Tariff,0.76,Road,8,4
SHIP_1962,11,Rainy,None,0.8,Air,7,5
SHIP_1963,4,Rainy,None,0.48,Rail,6,4
SHIP_1964,8,Clear,Tariff,0.36,Sea,1,4
SHIP_1965,13,Clear,Tariff,0.36,Sea,8,7
SHIP_1966,9,Clear,Strike,0.6,Rail,1,5
SHIP_1967,5,Storm,Tariff,0.96,Rail,8,6
SHIP_1968,13,Clear,Tariff,0.45,Rail,2,4
SHIP_1969,4,Clear,Sanction,0.48,Air,8,5
SHIP_1970,2,Clear,Strike,0.37,Road,4,4
SHIP_1971,13,Clear,Strike,0.72,Sea,7,8
SHIP_1972,10,Snow,Strike,0.78,Air,5,7
SHIP_1973,11,Storm,Sanction,0.75,Rail,8,8
SHIP_1974,7,Rainy,Tariff,0.9,Rail,6,5
SHIP_1975,7,Clear,Strike,0.64,Road,5,5
SHIP_1976,10,Snow,Strike,0.39,Rail,1,6
SHIP_1977,2,Snow,None,0.5,Air,3,3
SHIP_1978,7,Snow,Strike,0.76,Air,9,7
SHIP_1979,13,Rainy,Tariff,0.73,Road,9,7
SHIP_1980,6,Clear,Tariff,0.67,Air,5,3
SHIP_1981,14,Storm,None,0.78,Sea,3,6
SHIP_1982,12,Storm,Strike,0.75,Air,6,8
SHIP_1983,7,Snow,Strike,0.92,Air,5,5
SHIP_1984,12,Rainy,Strike,0.71,Air,1,4
SHIP_1985,9,Rainy,Sanction,0.85,Sea,2,5
SHIP_1986,6,Rainy,Strike,0.47,Rail,5,6
SHIP_1987,3,Storm,Tariff,0.77,Air,9,6
SHIP_1988,13,Snow,Tariff,0.93,Road,4,5
SHIP_1989,13,Clear,Sanction,0.57,Sea,9,7
SHIP_1990,3,Storm,Sanction,0.85,Road,3,5
SHIP_1991,11,Snow,Strike,0.81,Air,1,6
SHIP_1992,6,Snow,None,0.34,Road,6,5
SHIP_1993,4,Clear,Sanction,0.71,Air,7,4
SHIP_1994,11,Clear,Sanction,0.39,Sea,4,6
SHIP_1995,4,Clear,Strike,0.98,Road,5,5
SHIP_1996,9,Rainy,Strike,0.87,Road,4,5
SHIP_1997,8,Clear,Sanction,0.38,Air,3,4
SHIP_1998,2,Snow,None,0.39,Air,1,3
SHIP_1999,13,Clear,Sanction,0.72,Rail,6,6
SHIP_2000,14,Snow,Strike,0.54,Air,5,8
SHIP_2001,13,Storm,Strike,0.32,Air,1,7
SHIP_2002,6,Rainy,Sanction,0.68,Rail,5,6
SHIP_2003,10,Storm,None,0.57,Air,6,5
SHIP_2004,5,Storm,Sanction,0.37,Air,5,7
SHIP_2005,2,Snow,Sanction,0.86,Rail,1,4
SHIP_2006,9,Storm,Strike,0.94,Sea,5,8
SHIP_2007,6,Snow,None,0.83,Sea,1,4
SHIP_2008,3,Clear,Tariff,0.88,Air,3,2
SHIP_2009,13,Clear,None,0.45,Air,2,4
SHIP_2010,2,Snow,Sanction,0.48,Rail,1,5
SHIP_2011,13,Clear,Sanction,0.45,Rail,4,5
SHIP_2012,13,Rainy,Sanction,0.84,Sea,2,5
SHIP_2013,13,Storm,None,0.96,Road,5,6
SHIP_2014,4,Rainy,Strike,0.8,Air,1,4
SHIP_2015,10,Storm,Sanction,0.92,Road,1,6
SHIP_2016,2,Clear,Sanction,0.75,Road,4,4
SHIP_2017,5,Rainy,None,0.57,Rail,7,5
SHIP_2018,9,Clear,Tariff,0.6,Air,2,4
SHIP_2019,9,Storm,Tariff,0.35,Air,2,6
SHIP_2020,11,Snow,Strike,0.32,Rail,1,6
SHIP_2021,13,Snow,Strike,0.79,Road,5,6
SHIP_2022,12,Rainy,Sanction,0.61,Rail,6,7
SHIP_2023,14,Clear,None,0.69,Sea,6,5
SHIP_2024,12,Clear,Sanction,0.69,Air,2,4
SHIP_2025,9,Rainy,Strike,0.49,Sea,7,7
SHIP_2026,11,Snow,None,0.63,Rail,6,6
SHIP_2027,9,Storm,None,0.63,Air,8,7
SHIP_2028,5,Rainy,Strike,0.57,Sea,6,6
SHIP_2029,9,Storm,Tariff,0.87,Sea,9,7
SHIP_2030,10,Snow,Tariff,0.62,Road,2,5
SHIP_2031,8,Clear,None,0.72,Air,7,4
SHIP_2032,13,Snow,Sanction,0.93,Sea,5,7
SHIP_2033,3,Rainy,Tariff,0.91,Sea,1,3
SHIP_2034,10,Clear,Sanction,0.92,Road,3,4
SHIP_2035,12,Rainy,Tariff,0.49,Sea,4,5
SHIP_2036,9,Rainy,Tariff,0.32,Sea,2,5
SHIP_2037,14,Snow,Sanction,0.48,Sea,7,8
SHIP_2038,6,Rainy,Strike,0.5,Road,1,4
SHIP_2039,13,Snow,Tariff,0.94,Sea,3,6
SHIP_2040,4,Clear,Tariff,0.75,Sea,9,5
SHIP_2041,8,Snow,Sanction,0.36,Air,2,5
SHIP_2042,3,Clear,Strike,0.39,Air,5,4
SHIP_2043,14,Snow,Tariff,0.41,Road,4,7
SHIP_2044,4,Storm,Tariff,0.74,Rail,3,5
SHIP_2045,13,Storm,Strike,0.81,Air,5,7
SHIP_2046,10,Rainy,Tariff,0.9,Road,6,5
SHIP_2047,5,Snow,Strike,0.96,Sea,1,6
SHIP_2048,5,Snow,Strike,0.44,Sea,2,6
SHIP_2049,4,Clear,Sanction,0.52,Road,1,3
SHIP_2050,6,Rainy,None,0.47,Sea,3,3
SHIP_2051,4,Snow,Strike,0.55,Sea,8,7
SHIP_2052,10,Rainy,Sanction,0.94,Rail,8,6
SHIP_2053,4,Storm,None,0.7,Sea,4,4
SHIP_2054,3,Snow,Tariff,0.82,Air,6,4
SHIP_2055,13,Snow,None,0.64,Sea,9,7
SHIP_2056,6,Rainy,Strike,0.32,Road,7,6
SHIP_2057,7,Snow,Strike,0.34,Rail,2,6
SHIP_2058,2,Rainy,Strike,0.68,Sea,2,5
SHIP_2059,13,Snow,Strike,0.8,Road,3,7
SHIP_2060,12,Clear,Strike,0.45,Air,8,7
SHIP_2061,7,Rainy,Sanction,0.81,Sea,9,7
SHIP_2062,11,Snow,Strike,0.87,Rail,3,7
SHIP_2063,4,Storm,Sanction,0.59,Sea,9,8
SHIP_2064,5,Snow,Tariff,0.82,Road,8,5
SHIP_2065,7,Storm,Strike,0.58,Rail,5,7
SHIP_2066,9,Storm,Strike,0.77,Sea,3,8
SHIP_2067,10,Clear,None,0.83,Air,7,4
SHIP_2068,7,Rainy,Tariff,0.99,Rail,9,6
SHIP_2069,8,Snow,Strike,0.54,Air,6,7
SHIP_2070,6,Clear,Strike,0.59,Road,3,4
SHIP_2071,13,Snow,Tariff,0.42,Sea,5,7
SHIP_2072,10,Storm,Sanction,0.44,Air,7,7
SHIP_2073,5,Rainy,Strike,0.79,Road,8,6
SHIP_2074,11,Snow,None,0.94,Sea,4,5
SHIP_2075,12,Snow,Strike,0.58,Road,2,6
SHIP_2076,7,Storm,None,0.43,Air,2,5
SHIP_2077,6,Snow,None,0.5,Road,3,4
SHIP_2078,2,Snow,Strike,0.62,Rail,8,6
SHIP_2079,6,Storm,Strike,0.5,Sea,1,7
SHIP_2080,14,Clear,None,0.46,Road,7,6
SHIP_2081,6,Storm,Tariff,0.82,Air,6,7
SHIP_2082,10,Clear,Tariff,0.31,Sea,2,5
SHIP_2083,2,Rainy,Strike,0.68,Rail,9,6
SHIP_2084,6,Clear,Sanction,0.86,Sea,5,5
SHIP_2085,8,Clear,Tariff,0.49,Rail,2,5
SHIP_2086,12,Rainy,Strike,0.72,Sea,3,6
SHIP_2087,7,Clear,Tariff,0.77,Road,7,4
SHIP_2088,7,Storm,Sanction,0.76,Road,7,7
SHIP_2089,13,Clear,Strike,0.61,Air,1,4
SHIP_2090,8,Rainy,Sanction,0.54,Rail,4,5
SHIP_2091,7,Storm,Strike,0.89,Air,6,7
SHIP_2092,6,Rainy,Sanction,0.83,Road,8,6
SHIP_2093,11,Rainy,Tariff,0.52,Rail,3,4
SHIP_2094,6,Snow,Tariff,0.37,Air,3,4
SHIP_2095,10,Snow,Sanction,0.35,Air,8,7
SHIP_2096,9,Rainy,Sanction,0.37,Air,8,6
SHIP_2097,13,Rainy,Sanction,0.71,Air,8,7
SHIP_2098,11,Rainy,Strike,0.34,Air,1,5
SHIP_2099,5,Snow,Tariff,0.54,Rail,8,7
SHIP_2100,5,Snow,Strike,0.83,Air,8,6
SHIP_2101,11,Clear,Tariff,0.51,Rail,2,4
SHIP_2102,6,Clear,None,0.83,Air,9,4
SHIP_2103,14,Rainy,Strike,0.82,Road,7,7
SHIP_2104,14,Storm,Tariff,0.47,Road,8,8
SHIP_2105,4,Storm,Tariff,0.81,Air,2,4
SHIP_2106,9,Snow,Strike,0.82,Sea,4,7
SHIP_2107,8,Snow,Strike,0.58,Road,7,6
SHIP_2108,6,Snow,Tariff,0.45,Rail,6,5
SHIP_2109,11,Rainy,Strike,0.66,Air,7,6
SHIP_2110,4,Storm,Sanction,0.94,Rail,1,5
SHIP_2111,6,Clear,Strike,0.75,Sea,8,6
SHIP_2112,4,Rainy,Strike,0.42,Air,7,5
SHIP_2113,11,Clear,Strike,0.78,Road,4,4
SHIP_2114,6,Clear,Tariff,0.6,Rail,1,3
SHIP_2115,2,Rainy,Sanction,0.71,Road,8,5
SHIP_2116,7,Clear,None,0.81,Road,7,4
SHIP_2117,11,Storm,None,0.66,Air,8,7
SHIP_2118,5,Clear,Sanction,0.87,Rail,1,3
SHIP_2119,5,Storm,Sanction,0.81,Sea,5,6
SHIP_2120,9,Storm,Sanction,0.73,Road,9,8
SHIP_2121,3,Storm,Tariff,0.41,Air,5,5
SHIP_2122,5,Snow,None,0.89,Air,3,3
SHIP_2123,3,Clear,Sanction,0.96,Sea,9,5
SHIP_2124,2,Rainy,Tariff,0.4,Air,9,5
SHIP_2125,11,Rainy,None,0.64,Road,4,4
SHIP_2126,14,Clear,Strike,0.48,Air,4,6
SHIP_2127,14,Snow,Tariff,0.83,Rail,8,7
SHIP_2128,4,Snow,None,0.81,Rail,7,5
SHIP_2129,13,Storm,Tariff,0.4,Road,5,6
SHIP_2130,9,Clear,None,0.91,Rail,6,4
SHIP_2131,7,Clear,None,0.43,Sea,3,4
SHIP_2132,13,Rainy,Strike,0.86,Air,6,6
SHIP_2133,8,Clear,Tariff,0.62,Road,8,5
SHIP_2134,3,Snow,Sanction,0.53,Sea,9,7
SHIP_2135,7,Clear,Strike,0.41,Air,3,4
SHIP_2136,9,Rainy,Strike,0.42,Sea,8,8
SHIP_2137,9,Storm,None,0.76,Road,3,5
SHIP_2138,5,Rainy,Sanction,0.69,Road,2,4
